coef,std err,t,P>|t|,2.5 %,97.5 %,scenario,trim_value,learner,share_trimmed_top,share_trimmed_bottom,share_treated,share_trim_orcl_top,share_trim_orcl_bottom,loss_ml_g0,loss_ml_g1,loss_ml_m,loss_g0,loss_g1,loss_m,bias,abs_bias,in_ci
-0.29092868048049386,0.1411418201368507,-2.0612507348878615,0.03927912556164202,-0.5675615646611514,-0.01429579629983635,G,0.001,LogisticRegressionCV(),0.0,0.0,57.599999999999994,0.6,0.2,1.1691803942304158,1.082057305405542,0.6134706606028019,1.16918,1.082057,0.613471,0.10907131951950616,0.10907131951950616,1
-0.42108151459137766,0.12253315180446471,-3.43647011759992,0.0005893473620499059,-0.6612420790403076,-0.1809209501424477,G,0.01,LogisticRegressionCV(),0.0,0.0,57.599999999999994,1.6,0.8,1.1589646913527538,1.110694256533906,0.6040863802644241,1.158965,1.110694,0.604086,-0.021081514591377637,0.021081514591377637,1
-0.3446051344895913,0.12900053287407653,-2.6713465968855843,0.0075547595006958245,-0.5974415329092566,-0.09176873606992603,G,0.05,LogisticRegressionCV(),0.0,0.0,57.599999999999994,5.6000000000000005,3.2,1.1765701351769322,1.0821856811173463,0.6060302558133827,1.17657,1.082186,0.60603,0.05539486551040873,0.05539486551040873,1
-0.38681732402917124,0.12149662567516305,-3.1837700996188767,0.0014537041914291665,-0.6249463345956352,-0.14868831346270725,G,0.1,LogisticRegressionCV(),3.0,1.2,57.599999999999994,11.200000000000001,6.4,1.2032530381399893,1.0876358985799628,0.6000430750343269,1.203253,1.087636,0.600043,0.013182675970828783,0.013182675970828783,1
-0.4172269246962207,0.11190910579919687,-3.728266093421104,0.00019280174431287908,-0.6365647416047291,-0.19788910778771232,G,0.001,LogisticRegressionCV(),0.0,0.0,56.8,0.2,0.0,1.067045834701394,1.1404041903353126,0.6064439601407149,1.067046,1.140404,0.606444,-0.01722692469622067,0.01722692469622067,1
-0.4744392808087211,0.12052092673560395,-3.9365717942871044,8.265390033122442e-05,-0.7106559565938954,-0.23822260502354686,G,0.01,LogisticRegressionCV(),0.0,0.0,56.8,2.4,1.2,1.11954611364166,1.142476251576136,0.6224080929140391,1.119546,1.142476,0.622408,-0.07443928080872109,0.07443928080872109,1
-0.42217989121322635,0.11330596065415109,-3.7260166082688726,0.00019452959228708587,-0.644255493329075,-0.2001042890973778,G,0.05,LogisticRegressionCV(),0.2,0.0,56.8,7.6,4.3999999999999995,1.0671540758413698,1.1599303066633666,0.6180274884882526,1.067154,1.15993,0.618027,-0.022179891213226333,0.022179891213226333,1
-0.4279055286974711,0.12150454510273243,-3.521724461711912,0.0004287495260068101,-0.6660500610567492,-0.18976099633819296,G,0.1,LogisticRegressionCV(),3.4000000000000004,0.0,56.8,12.2,7.6,1.0930945485502144,1.1202945718593729,0.6202013909450327,1.093095,1.120295,0.620201,-0.027905528697471094,0.027905528697471094,1
-0.5266735911527026,0.135228349808008,-3.894698056291107,9.832112802691589e-05,-0.7917162864651822,-0.26163089584022303,G,0.001,LogisticRegressionCV(),0.0,0.0,53.6,0.4,0.0,1.1733075422079826,1.1455789735176691,0.6241613444508773,1.173308,1.145579,0.624161,-0.1266735911527026,0.1266735911527026,1
-0.6767835748925373,0.15033312697098294,-4.501892487230502,6.735105110269309e-06,-0.9714310894389508,-0.3821360603461237,G,0.01,LogisticRegressionCV(),0.0,0.0,53.6,1.7999999999999998,0.4,1.1870854575999699,1.11602807677015,0.6369739446988383,1.187085,1.116028,0.636974,-0.27678357489253724,0.27678357489253724,1
-0.6165687891413206,0.1659062427093863,-3.7163688302033835,0.0002021064893782884,-0.9417390496620788,-0.29139852862056254,G,0.05,LogisticRegressionCV(),0.0,0.0,53.6,6.800000000000001,2.0,1.1642580298935483,1.1129535072772627,0.6349503584220281,1.164258,1.112954,0.63495,-0.2165687891413206,0.2165687891413206,1
-0.5996762583458662,0.1462394479246091,-4.100646349916595,4.1199778060602935e-05,-0.8863003093971209,-0.31305220729461164,G,0.1,LogisticRegressionCV(),0.8,0.2,53.6,11.4,4.8,1.1652773378855377,1.1305915026865574,0.624685160088559,1.165277,1.130592,0.624685,-0.19967625834586622,0.19967625834586622,1
-0.3309194702680807,0.12727466784570793,-2.6000419083336093,0.009321237630248778,-0.5803732353899663,-0.08146570514619511,G,0.001,LogisticRegressionCV(),0.0,0.0,54.800000000000004,0.2,0.0,1.0950202152183408,1.1272316713115234,0.6041492241292767,1.09502,1.127232,0.604149,0.0690805297319193,0.0690805297319193,1
-0.38651317617856557,0.13361956967999453,-2.8926389832284736,0.0038202012225142367,-0.648402720381095,-0.1246236319760361,G,0.01,LogisticRegressionCV(),0.0,0.0,54.800000000000004,1.0,0.6,1.1368647595854438,1.10176872039901,0.600305272870312,1.136865,1.101769,0.600305,0.013486823821434457,0.013486823821434457,1
-0.36443564604333395,0.13858218880277068,-2.6297437584998495,0.008544924805558862,-0.6360517449954944,-0.09281954709117346,G,0.05,LogisticRegressionCV(),0.2,0.0,54.800000000000004,4.0,3.2,1.1232735828150813,1.1479233431153786,0.6060300019295669,1.123274,1.147923,0.60603,0.03556435395666607,0.03556435395666607,1
-0.38658926537310206,0.12958259150167104,-2.983342599442586,0.002851186450850318,-0.6405664777397433,-0.13261205300646078,G,0.1,LogisticRegressionCV(),1.4000000000000001,0.6,54.800000000000004,8.4,5.800000000000001,1.1259215243853637,1.1009810406858092,0.6092414850304784,1.125922,1.100981,0.609241,0.013410734626897958,0.013410734626897958,1
